original_row_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,has_settlement_account,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,is_suspended_or_blocked,missing_mcc_or_category,category_median_ticket_size,id_collision_flag,merchant_category_missing,mcc_missing,settlement_account_missing
4509,MER1406,Parmer-Goswami,7011.0,Hotel,Private Limited,Bengaluru,Karnataka,2024-07-11 00:00:00,XXXX3050,True,Active,2632.53,False,False,False,1161.77,False,False,False,False
3445,MER1409,Baral LLC,5912.0,Pharmacy,Individual,Hyderabad,Telangana,2023-03-06 00:00:00,,False,Active,,True,False,False,1300.55,False,False,False,True
519,MER1417,"sekhon, parsa and bandi",4814.0,Telecom,Sole Proprietor,Mumbai,Maharashtra,2026-01-26 00:00:00,,False,Active,1501.66,False,False,False,1213.17,False,False,False,True
1217,MER14201,Aggarwal-Garde,4131.0,Transportation,Sole Proprietor,Mumbai,Maharashtra,2024-03-18 00:00:00,XXXX4337,True,Active,830.85,False,False,False,1225.12,True,False,False,False
3426,MER14202,"Hayer, Malhotra and Dugar",5311.0,Retail,Individual,Pune,Maharashtra,2023-07-08 22:38:55,XXXX5505,True,Active,1649.54,False,False,False,1126.42,True,False,False,False
298,MER14203,"Nath, Setty and Pai",7011.0,Hotel,Partnership,Kolkata,West Bengal,2023-04-08 00:00:00,,False,Inactive,1986.0,False,False,False,1161.77,True,False,False,True
715,MER1422,Merchant and Sons,5912.0,Pharmacy,Individual,Hyderabad,Telangana,2023-04-25 00:00:00,,False,Active,4074.0,False,False,False,1300.55,False,False,False,True
5148,MER1424,"GOEL, BALAY AND DUA",7011.0,Hotel,Private Limited,Jalandhar,Punjab,2025-10-19 00:36:54,,False,Active,5339.46,False,False,False,1161.77,False,False,False,True
4622,MER1428,De-Natarajan,4131.0,Transportation,Individual,Mumbai,Maharashtra,2025-12-30 00:00:00,IPNL0786549644750,True,Active,1289.0,False,False,False,1225.12,False,False,False,False
1847,MER1429,Pal Ltd,5411.0,Grocery,Individual,Jaipur,Rajasthan,2024-10-13 00:00:00,YBSQ5701995451285,True,Active,258.0,False,False,False,1233.545,False,False,False,False
1593,MER1430,"Bhavsar, Dora and Singh",5812.0,Restaurant,Private Limited,Delhi,Delhi,2024-03-07 00:00:00,,False,Active,238.76,False,False,False,1327.31,False,False,False,True
5263,MER1434,Kale and Sons,5812.0,Restaurant,Private Limited,Jalandhar,Punjab,2023-04-25 00:00:00,0258989067,True,Active,985.73,False,False,False,1327.31,False,False,False,False
502,MER14381,"Memon, Chaudhuri and Choudhry",5812.0,Restaurant,Sole Proprietor,Amritsar,Punjab,2024-05-17 00:00:00,,False,Active,2393.0,False,False,False,1327.31,True,False,False,True
1939,MER14382,Pandit-Menon,5999.0,Misc Retail,Partnership,Bengaluru,Karnataka,2023-11-22 00:00:00,ZQNR3407194415594,True,Active,409.59,False,False,False,1276.92,True,False,False,False
878,MER1439,Chawla Ltd,,Transportation,Individual,Chennai,Tamil Nadu,2023-05-10 00:00:00,OYZO1535504454366,True,Active,6190.53,False,False,True,1225.12,False,False,True,False
3977,MER1441,"Kakar, Parsa and Sodhi",5999.0,Misc Retail,Partnership,Lucknow,Uttar Pradesh,2024-06-09 00:00:00,SBUL4886955523512,True,Active,1723.15,False,False,False,1276.92,False,False,False,False
1042,MER1442,  Wadhwa-Walla  ,7011.0,Hotel,Private Limited,Pune,Maharashtra,2025-12-13 00:00:00,,False,Active,1483.74,False,False,False,1161.77,False,False,False,True
6125,MER1443,Swamy PLC,5999.0,Misc Retail,Private Limited,Lucknow,Uttar Pradesh,2023-06-10 00:00:00,,False,Closed,209.63,False,False,False,1276.92,False,False,False,True
2008,MER1445,Wali PLC,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-11-09 17:23:59,8128323198,True,Active,1200.0,False,False,False,1233.545,False,False,False,False
5358,MER1446,Sunder-Sathe,5311.0,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2024-11-18 00:00:00,XXXX0028,True,Active,3885.08,False,False,False,1356.755,False,False,False,False
124,MER14471,"Dara, Om and Chaudhry",5699.0,Apparel,Private Limited,Bengaluru,Karnataka,2023-04-29 00:00:00,NJHB3866390601882,True,Inactive,373.0,False,False,False,1252.4299999999998,True,False,False,False
5957,MER14472,Uppal Ltd,5912.0,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2026-02-20 00:00:00,,False,Active,236.04,False,False,False,1300.55,True,False,False,True
3817,MER1448,TAK AND SONS,5999.0,Misc Retail,Sole Proprietor,Mumbai,Maharashtra,2024-03-30 02:02:17,XXXX9348,True,Active,2897.23,False,False,False,1276.92,False,False,False,False
5260,MER1449,"Chadha, Ramakrishnan and Badami",7011.0,Hotel,Partnership,Hyderabad,Telangana,2023-09-28 15:52:52,,False,Suspended,1634.83,False,True,False,1161.77,False,False,False,True
4282,MER1450,"HORA, KUNDA AND DANI",5311.0,Department Store,Sole Proprietor,Ludhiana,Punjab,2023-10-30 00:00:00,XXXX1537,True,Inactive,1853.9,False,False,False,1356.755,False,False,False,False
842,MER14541,"Bali, Kurian and Garde",5812.0,Restaurant,Partnership,Lucknow,Uttar Pradesh,2023-07-29 14:13:18,,False,Active,1592.02,False,False,False,1327.31,True,False,False,True
3539,MER14542,Mishra-Batra,5999.0,Misc Retail,Sole Proprietor,Hyderabad,Telangana,2025-02-12 20:43:00,ARMV5646544388660,True,Active,163.44,False,False,False,1276.92,True,False,False,False
47,MER14543,WableInc,5999.0,Misc Retail,Individual,Lucknow,Uttar Pradesh,2025-06-18 00:00:00,7787448001,True,Active,2617.0,False,False,False,1276.92,True,False,False,False
4218,MER1456,Madan-Ganesh,5699.0,Apparel,Individual,Amritsar,Punjab,2025-11-01 00:00:00,,False,Active,,False,False,False,1252.4299999999998,False,False,False,True
155,MER1457,Shetty Group,5999.0,Misc Retail,Individual,Jalandhar,Punjab,2025-07-11 00:00:00,7979475554,True,Active,1159.43,False,False,False,1276.92,False,False,False,False
684,MER1458,Chatterjee-Saran,,Department Store,Sole Proprietor,Jalandhar,Punjab,2025-05-09 00:00:00,XXXX1187,True,Inactive,658.54,False,False,True,1356.755,False,False,True,False
3704,MER1459,"Palla, Saini and Date",7011.0,Hotel,Individual,Ludhiana,Punjab,2024-02-20 00:00:00,,False,Suspended,1582.79,False,True,False,1161.77,False,False,False,True
4809,MER1462,Swamy Inc,5912.0,Pharmacy,Private Limited,Jalandhar,Punjab,2023-09-13 00:00:00,CPHK2049802773880,True,Inactive,1411.0,False,False,False,1300.55,False,False,False,False
2120,MER14651,"GARG, MALLICK AND CHADHA",5812.0,Restaurant,Private Limited,Delhi,Delhi,2024-03-24 17:13:00,AINO3925620579339,True,Active,443.93,False,False,False,1327.31,True,False,False,False
574,MER14652,"Shah, Solanki and Rajagopalan",5699.0,Apparel,Individual,Lucknow,Uttar Pradesh,2024-10-04 00:00:00,XXXX9396,True,Suspended,725.72,False,True,False,1252.4299999999998,True,False,False,False
2529,MER1469,"CHOUDHURY, JANI AND RAMASWAMY",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2025-03-28 00:00:00,XXXX9996,True,Active,416.0,False,False,False,1167.225,False,False,False,False
616,MER1473,Lata-Khurana,,Pharmacy,Partnership,Hyderabad,Telangana,,,False,Inactive,326.76,False,False,True,1300.55,False,False,True,True
829,MER1474,"sami, sur and tank",4131.0,Transportation,Private Limited,Pune,Maharashtra,,XXXX6224,True,Active,1645.61,False,False,False,1225.12,False,False,False,False
5492,MER1475,"Bora, Bhakta and Aurora",,Department Store,Private Limited,Kolkata,West Bengal,2024-06-11 00:00:00,8871048979,True,Active,1652.87,False,False,True,1356.755,False,False,True,False
4141,MER1477,Ahluwalia-Devan,5912.0,Pharmacy,Partnership,Jaipur,Rajasthan,2024-04-15 00:00:00,XXXX2364,True,Active,551.17,False,False,False,1300.55,False,False,False,False
4093,MER1478,Sah0ta LLC,5912.0,Pharmacy,Individual,Jaipur,Rajasthan,2024-09-12 18:14:03,1321864172,True,Inactive,2037.0,False,False,False,1300.55,False,False,False,False
1602,MER1479,"Mandal, Barad and Srinivasan",5942.0,Books & Stationery,Partnership,Kolkata,West Bengal,2025-07-27 00:00:00,XXXX4686,True,Active,,False,False,False,1167.225,False,False,False,False
6110,MER1480,  Bala-Magar  ,5999.0,Misc Retail,Individual,Hyderabad,Telangana,,,False,Active,,False,False,False,1276.92,False,False,False,True
4837,MER1482,"Bahri,SarinandHora",5999.0,Misc Retail,Partnership,Hyderabad,Telangana,2024-01-26 00:00:00,2731738944,True,Inactive,1651.0,False,False,False,1276.92,False,False,False,False
5166,MER1483,Mohan-Kari,5942.0,Books & Stationery,Private Limited,Amritsar,Punjab,2026-02-11 00:00:00,XXXX3338,True,Active,1901.08,False,False,False,1167.225,False,False,False,False
4002,MER1484,"  Uppal, Butala and Tata  ",7011.0,Hotel,Individual,Bengaluru,Karnataka,2025-02-18 00:00:00,,False,Active,,True,False,False,1161.77,False,False,False,True
2730,MER1488,"Chada, Gopal and Rajagopal",4814.0,Mobile Recharge,Sole Proprietor,Jaipur,Rajasthan,2026-01-02 00:00:00,,False,Active,1905.0,False,False,False,1108.585,False,False,False,True
3943,MER14911,"Sarna, Chand and Goda",4814.0,Telecom,Sole Proprietor,Ludhiana,Punjab,2026-01-27 00:00:00,,False,Active,1075.6,False,False,False,1213.17,True,False,False,True
5380,MER14912,Tripathi Ltd,5699.0,Apparel,Private Limited,Kolkata,West Bengal,2024-06-20 00:00:00,XXXX2255,True,Active,,True,False,False,1252.4299999999998,True,False,False,False
4788,MER14921,Ganesan LLC,5999.0,Misc Retail,Partnership,Hyderabad,Telangana,2023-08-19 12:27:00,1007001196,True,Active,3316.76,False,False,False,1276.92,True,False,False,False
113,MER14922,"PANCHAL, BAIL AND NADKARNI",5912.0,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2024-07-05 00:00:00,,False,Inactive,6674.02,False,False,False,1300.55,True,False,False,True
5073,MER1493,"Kar, Nath and Koshy",5942.0,Books & Stationery,Individual,Bengaluru,Karnataka,2023-01-28 00:00:00,XXXX9866,True,Active,,False,False,False,1167.225,False,False,False,False
1038,MER14941,Dave LLC,5999.0,Misc Retail,Private Limited,Hyderabad,Telangana,2023-08-23 00:00:00,,False,Active,14736.17,False,False,False,1276.92,True,False,False,True
510,MER14942,Joshi-Bala,5311.0,Retail,Sole Proprietor,Mumbai,Maharashtra,2023-12-07 00:00:00,QLRF2864130155210,True,Active,997.33,False,False,False,1126.42,True,False,False,False
3725,MER1497,Lanka PLC,5912.0,Pharmacy,Private Limited,Amritsar,Punjab,2025-09-24 00:00:00,,False,Active,1817.0,False,False,False,1300.55,False,False,False,True
3447,MER1498,Deo-Mand,5999.0,Misc Retail,Sole Proprietor,Chennai,Tamil Nadu,2025-03-01 00:00:00,,False,Active,1460.33,False,False,False,1276.92,False,False,False,True
2354,MER1501,Anand-Bhatt,4814.0,Telecom,Partnership,Hyderabad,Telangana,2025-11-07 00:00:00,XXXX2933,True,Active,4185.6,False,False,False,1213.17,False,False,False,False
2294,MER1506,GANDHI-LOKE,5912.0,Pharmacy,Partnership,Chennai,Tamil Nadu,2024-06-13 17:59:00,,False,Active,967.0,False,False,False,1300.55,False,False,False,True
5738,MER1509,"Rajan, Dash and Bora",,Transportation,Private Limited,Amritsar,Punjab,2025-04-26 00:00:00,,False,Inactive,806.0,False,False,True,1225.12,False,False,True,True
4531,MER1514,"Lata, Raja and Parsa",5311.0,Retail,Private Limited,Jalandhar,Punjab,2024-06-14 17:26:04,XXXX1457,True,Active,553.18,False,False,False,1126.42,False,False,False,False
4482,MER1515,"MALL, KARA AND SASTRY",5699.0,Apparel,Partnership,Hyderabad,Telangana,2024-07-19 00:00:00,9073071658,True,Active,,False,False,False,1252.4299999999998,False,False,False,False
2075,MER1516,LOYAL AND SONS,5999.0,Misc Retail,Private Limited,Ludhiana,Punjab,2023-12-01 14:16:00,XXXX1307,True,Active,1471.99,False,False,False,1276.92,False,False,False,False
5531,MER15181,"Deol, Mand and Bhattacharyya",4131.0,Transportation,Partnership,Jaipur,Rajasthan,2023-09-17 16:16:07,,False,Suspended,862.0,False,True,False,1225.12,True,False,False,True
3737,MER15182,Saini-Gole,5999.0,Misc Retail,Private Limited,Jalandhar,Punjab,2023-07-08 00:00:00,,False,Active,957.31,False,False,False,1276.92,True,False,False,True
640,MER1522,Mody Inc,5912.0,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2024-08-04 00:00:00,,False,Active,631.57,False,False,False,1300.55,False,False,False,True
2139,MER1525,sant-bhavsar,5942.0,Books & Stationery,Individual,Jaipur,Rajasthan,2023-09-10 00:00:00,XXXX7524,True,Active,754.82,False,False,False,1167.225,False,False,False,False
3118,MER1526,CHOWDHURY AND SONS,4814.0,Mobile Recharge,Sole Proprietor,Bengaluru,Karnataka,2023-07-14 00:00:00,HWTS1273017978357,True,Active,2697.93,False,False,False,1108.585,False,False,False,False
1309,MER1529,"Sangha,BanerjeeandSengupta",7011.0,Hotel,Private Limited,Ludhiana,Punjab,2023-02-06 00:00:00,,False,Inactive,1257.59,False,False,False,1161.77,False,False,False,True
2949,MER15301,Parmer-Bath,5699.0,Apparel,Individual,Lucknow,Uttar Pradesh,2024-04-29 00:00:00,JMXE9195425616055,True,Active,375.02,False,False,False,1252.4299999999998,True,False,False,False
1063,MER15302,"suresh, kadakia and iyer",5912.0,Pharmacy,Private Limited,Jalandhar,Punjab,2024-08-23 14:54:00,,False,Active,158.58,False,False,False,1300.55,True,False,False,True
4298,MER1531,Savant and Sons,7011.0,Hotel,Private Limited,Delhi,Delhi,2026-02-10 00:00:00,,False,Closed,1019.94,False,False,False,1161.77,False,False,False,True
5221,MER1532,sarna-kota,5999.0,Misc Retail,Private Limited,Delhi,Delhi,2024-10-21 00:00:00,,False,Active,4843.68,False,False,False,1276.92,False,False,False,True
3680,MER1533,Wason and Sons,5812.0,Restaurant,Partnership,Amritsar,Punjab,2025-03-27 07:32:49,,False,Inactive,419.64,False,False,False,1327.31,False,False,False,True
2798,MER1534,"MERCHANT, SARNA AND KORPAL",5912.0,Pharmacy,Private Limited,Hyderabad,Telangana,2023-02-04 14:45:00,,False,Closed,3752.5,False,False,False,1300.55,False,False,False,True
5443,MER1537,Goswami-Sibal,5812.0,Restaurant,Partnership,Hyderabad,Telangana,2023-04-05 00:00:00,VFGD4255370364176,True,Active,360.35,False,False,False,1327.31,False,False,False,False
2547,MER15401,DAVE LLC,5942.0,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2024-05-21 00:00:00,,False,Active,525.0,False,False,False,1167.225,True,False,False,True
1748,MER15402,mohan-hegde,5912.0,Pharmacy,Individual,Mumbai,Maharashtra,2023-02-15 20:52:03,,False,Inactive,2002.37,False,False,False,1300.55,True,False,False,True
31,MER15411,Bhattacharyya-Hans,7011.0,Hotel,Private Limited,Kolkata,West Bengal,2024-03-24 00:00:00,XXXX2848,True,Active,621.01,False,False,False,1161.77,True,False,False,False
4416,MER15412,Chopra LLC,5311.0,Department Store,Private Limited,Chennai,Tamil Nadu,2023-10-31 00:00:00,XXXX8788,True,Active,,True,False,False,1356.755,True,False,False,False
3151,MER1543,  Parmer Group  ,4131.0,Travel,Individual,Hyderabad,Telangana,2025-04-02 20:13:00,,False,Active,1064.76,False,False,False,1012.28,False,False,False,True
2009,MER1551,malhotra-subramanian,5812.0,Restaurant,Partnership,Pune,Maharashtra,2024-06-13 00:00:00,,False,Active,1909.07,False,False,False,1327.31,False,False,False,True
5303,MER1552,uppal plc,4131.0,Transportation,Sole Proprietor,Hyderabad,Telangana,,,False,Active,1136.0,False,False,False,1225.12,False,False,False,True
1250,MER1553,basu-varma,5942.0,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,,,False,Active,1630.0,False,False,False,1167.225,False,False,False,True
5842,MER1555,Raj LLC,5942.0,Books & Stationery,Individual,Pune,Maharashtra,2023-04-23 00:00:00,,False,Active,602.0,False,False,False,1167.225,False,False,False,True
3824,MER1558,Shroff-Khanna,4814.0,Telecom,Partnership,Bengaluru,Karnataka,2023-01-20 12:52:42,,False,Active,1953.35,False,False,False,1213.17,False,False,False,True
5715,MER1561,Gera-Kota,5942.0,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2024-06-15 00:00:00,8921681390,True,Inactive,530.0,False,False,False,1167.225,False,False,False,False
1725,MER1563,Mandal-Biswas,4814.0,Telecom,Partnership,Jaipur,Rajasthan,2023-11-10 00:00:00,5466191568,True,Suspended,,True,True,False,1213.17,False,False,False,False
3877,MER15671,  Bhargava-Bora  ,5812.0,Restaurant,Private Limited,Jalandhar,Punjab,2024-12-20 00:00:00,PRCN9599813480981,True,Active,101.33,False,False,False,1327.31,True,False,False,False
552,MER15672,  Samra PLC  ,5699.0,Apparel,Individual,Mumbai,Maharashtra,2023-07-23 05:44:28,XXXX0316,True,Closed,1417.9,False,False,False,1252.4299999999998,True,False,False,False
4854,MER15673,SURESH LTD,,Apparel,Individual,Chennai,Tamil Nadu,2024-08-12 00:00:00,XXXX6891,True,Active,3203.25,False,False,True,1252.4299999999998,True,False,True,False
5900,MER1568,Chandran Ltd,7011.0,Hotel,Sole Proprietor,Lucknow,Uttar Pradesh,2024-09-04 00:00:00,,False,Active,3618.31,False,False,False,1161.77,False,False,False,True
4743,MER1569,"Bal, Wali and Sheth",4814.0,Mobile Recharge,Private Limited,Chennai,Tamil Nadu,2025-10-11 00:00:00,XXXX9971,True,Active,1678.57,False,False,False,1108.585,False,False,False,False
176,MER1571,"Rao, Viswanathan and Joshi",4131.0,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2023-08-03 04:40:51,,False,Active,866.2,False,False,False,1225.12,False,False,False,True
5852,MER1573,"Tailor, Som and Soni",4814.0,Mobile Recharge,Partnership,Jalandhar,Punjab,2023-12-11 00:00:00,,False,Active,540.2,False,False,False,1108.585,False,False,False,True
4499,MER1578,gala ltd,5999.0,Misc Retail,Individual,Bengaluru,Karnataka,2023-04-13 00:00:00,,False,Active,446.42,False,False,False,1276.92,False,False,False,True
2089,MER1580,"  Subramaniam, Krishnamurthy and Din  ",5999.0,Misc Retail,Sole Proprietor,Kolkata,West Bengal,2025-08-01 00:00:00,IDJM3876425874680,True,Active,2992.77,False,False,False,1276.92,False,False,False,False
3370,MER1581,"Nayak, Verma and Sawhney",5311.0,Department Store,Partnership,Mumbai,Maharashtra,2025-01-11 00:00:00,,False,Active,3655.93,False,False,False,1356.755,False,False,False,True
5238,MER1583,SARIN-MORE,5812.0,Restaurant,Private Limited,Amritsar,Punjab,2023-10-05 00:00:00,1923155303,True,Active,1435.48,False,False,False,1327.31,False,False,False,False
5158,MER1585,Khalsa-Kulkarni,5311.0,Department Store,Partnership,Delhi,Delhi,2023-05-22 00:00:00,XXXX6587,True,Active,3398.13,False,False,False,1356.755,False,False,False,False
6072,MER1587,Srivastava-Saha,5912.0,Pharmacy,Private Limited,Kolkata,West Bengal,,XXXX9260,True,Active,1502.0,False,False,False,1300.55,False,False,False,False
3395,MER1588,Doctor Ltd,4131.0,Transportation,Individual,Ludhiana,Punjab,2025-07-27 00:00:00,XXXX2866,True,Suspended,1791.21,False,True,False,1225.12,False,False,False,False
3605,MER1591,Ramaswamy-Babu,5311.0,Department Store,Partnership,Amritsar,Punjab,2024-04-18 00:00:00,,False,Active,1638.46,False,False,False,1356.755,False,False,False,True
815,MER15921,AgateInc,5311.0,Retail,Private Limited,Hyderabad,Telangana,2025-01-30 02:00:41,GLPT6683638156046,True,Suspended,1072.45,False,True,False,1126.42,True,False,False,False
851,MER15922,Cherian-Bhavsar,7011.0,Hotel,Sole Proprietor,Mumbai,Maharashtra,2024-06-12 00:00:00,7646312300,True,Active,2941.81,False,False,False,1161.77,True,False,False,False
5987,MER1593,Wali-Murthy,5999.0,Misc Retail,Sole Proprietor,Bengaluru,Karnataka,2026-02-23 12:14:26,XXXX7216,True,Active,15388.22,False,False,False,1276.92,False,False,False,False
2716,MER1594,Bera Inc,5999.0,Misc Retail,Private Limited,Amritsar,Punjab,2024-09-05 00:00:00,9659925213,True,Active,2187.43,False,False,False,1276.92,False,False,False,False
2503,MER1599,RASTOGI-KUMER,5311.0,Department Store,Partnership,Jalandhar,Punjab,2025-12-25 00:00:00,EEOR2299289390848,True,Active,361.82,False,False,False,1356.755,False,False,False,False
126,MER1600,"warrior, anand and kata",5311.0,Department Store,Individual,Chennai,Tamil Nadu,2025-10-07 00:00:00,DNAN6947992423478,True,Active,2937.03,False,False,False,1356.755,False,False,False,False
4280,MER16051,Kar-Peri,,Misc Retail,Individual,Delhi,Delhi,2025-12-14 20:52:47,,False,Active,3940.67,False,False,True,1276.92,True,False,True,True
3952,MER16052,"Patla, Thaman and Chatterjee",4131.0,Transportation,Partnership,Bengaluru,Karnataka,2025-09-22 00:00:00,XXXX0679,True,Active,932.8,False,False,False,1225.12,True,False,False,False
3895,MER16053,ShethandSons,4131.0,Travel,Sole Proprietor,Mumbai,Maharashtra,,9021316639,True,Active,1128.85,False,False,False,1012.28,True,False,False,False
4367,MER1609,Ram-Palla,4814.0,Mobile Recharge,Private Limited,Mumbai,Maharashtra,2023-07-17 21:30:00,8485226822,True,Active,554.3,False,False,False,1108.585,False,False,False,False
3713,MER1610,Sodhi-Parekh,5411.0,Grocery,Partnership,Amritsar,Punjab,,XXXX7277,True,Active,1488.13,False,False,False,1233.545,False,False,False,False
3705,MER1611,Karan-Kibe,,Grocery,Sole Proprietor,Jalandhar,Punjab,2024-03-06 00:00:00,,False,Active,343.64,False,False,True,1233.545,False,False,True,True
2286,MER16121,"Andra, Chana and Saha",5812.0,Restaurant,Sole Proprietor,Lucknow,Uttar Pradesh,2025-10-27 00:00:00,5702735332,True,Inactive,655.56,False,False,False,1327.31,True,False,False,False
3876,MER16122,Khare-Jha,7011.0,Hotel,Sole Proprietor,Pune,Maharashtra,2024-07-05 13:44:00,XXXX6820,True,Active,3967.18,False,False,False,1161.77,True,False,False,False
5726,MER16123,Salvi-Patel,5812.0,Restaurant,Partnership,Delhi,Delhi,2023-09-05 00:00:00,3960939473,True,Suspended,1940.8,False,True,False,1327.31,True,False,False,False
527,MER1616,"Suresh, Borra and Ganesh",4814.0,Telecom,Individual,Chennai,Tamil Nadu,2023-11-10 00:00:00,,False,Active,2818.0,False,False,False,1213.17,False,False,False,True
3428,MER1617,Cherian LLC,5311.0,Department Store,Individual,Hyderabad,Telangana,2024-02-09 07:13:57,4300505477,True,Active,,True,False,False,1356.755,False,False,False,False
2039,MER1618,Muni Ltd,5812.0,Restaurant,Individual,Delhi,Delhi,2023-11-01 18:31:16,,False,Active,1051.73,False,False,False,1327.31,False,False,False,True
5525,MER1619,DIVAN-BHATTI,5912.0,Pharmacy,Sole Proprietor,Delhi,Delhi,2025-12-24 00:00:00,,False,Active,477.85,False,False,False,1300.55,False,False,False,True
5420,MER1621,pandey-soni,5812.0,Restaurant,Sole Proprietor,Pune,Maharashtra,2023-11-15 00:00:00,XXXX4420,True,Closed,769.0,False,False,False,1327.31,False,False,False,False
3164,MER16251,"Bora, Hayer and Koshy",,Misc Retail,Individual,Bengaluru,Karnataka,2024-10-24 00:32:36,TNHP5317294437298,True,Active,,True,False,True,1276.92,True,False,True,False
171,MER16252,HandaLLC,5912.0,Pharmacy,Private Limited,Ludhiana,Punjab,2024-07-27 00:00:00,,False,Inactive,4123.17,False,False,False,1300.55,True,False,False,True
4882,MER16253,saran ltd,4814.0,Mobile Recharge,Partnership,Kolkata,West Bengal,2024-10-17 02:52:00,6216492189,True,Active,1093.54,False,False,False,1108.585,True,False,False,False
1833,MER1626,"Pau, Iyengar and Khare",5999.0,Misc Retail,Sole Proprietor,Delhi,Delhi,2025-07-12 00:00:00,XXXX6353,True,Active,550.42,False,False,False,1276.92,False,False,False,False
5744,MER1627,DUA LTD,5999.0,Misc Retail,Private Limited,Lucknow,Uttar Pradesh,2024-07-31 00:00:00,,False,Active,160.25,False,False,False,1276.92,False,False,False,True
1915,MER1628,"rao, buch and kala",5912.0,Pharmacy,Individual,Lucknow,Uttar Pradesh,2025-01-08 16:04:25,,False,Active,789.95,False,False,False,1300.55,False,False,False,True
1738,MER1630,Yogi-Agate,5942.0,Books & Stationery,Partnership,Kolkata,West Bengal,2023-10-31 00:00:00,XXXX1041,True,Active,444.27,False,False,False,1167.225,False,False,False,False
4389,MER16361,"Natt, Mitter and Oza",7011.0,Hotel,Sole Proprietor,Delhi,Delhi,2025-01-17 21:22:17,,False,Active,987.0,False,False,False,1161.77,True,False,False,True
2606,MER16362,Nigam PLC,5699.0,Apparel,Partnership,Delhi,Delhi,2024-06-13 01:00:37,,False,Active,2284.21,False,False,False,1252.4299999999998,True,False,False,True
2293,MER16391,"  Borah, Dhaliwal and Morar  ",5999.0,Misc Retail,Partnership,Kolkata,West Bengal,2024-11-14 10:51:00,XXXX3629,True,Active,7799.0,False,False,False,1276.92,True,False,False,False
2107,MER16392,Halder Inc,5411.0,Grocery,Sole Proprietor,Chennai,Tamil Nadu,2023-04-12 00:00:00,OKNU6888775607813,True,Inactive,,True,False,False,1233.545,True,False,False,False
3353,MER16401,  Dash Ltd  ,5699.0,Apparel,Sole Proprietor,Jaipur,Rajasthan,2024-11-25 00:00:00,SPQL0474110490629,True,Active,328.0,False,False,False,1252.4299999999998,True,False,False,False
2554,MER16402,sem plc,,Hotel,Private Limited,Mumbai,Maharashtra,2023-09-10 00:00:00,5367265975,True,Active,894.9,False,False,True,1161.77,True,False,True,False
325,MER16403,Trivedi-Agrawal,5411.0,Grocery,Private Limited,Jalandhar,Punjab,2025-01-25 11:29:34,WQQD1666405545072,True,Active,2316.65,False,False,False,1233.545,True,False,False,False
1409,MER1641,bali llc,5999.0,Misc Retail,Sole Proprietor,Delhi,Delhi,,,False,Active,,True,False,False,1276.92,False,False,False,True
5110,MER1642,Zacharia-Dhawan,5411.0,Grocery,Partnership,Kolkata,West Bengal,2023-01-02 04:08:32,XXXX3812,True,Active,363.0,False,False,False,1233.545,False,False,False,False
595,MER1645,Savant-Singha1,5942.0,Books & Stationery,Sole Proprietor,Chennai,Tamil Nadu,2024-04-19 00:00:00,GUUE6743967074534,True,Active,337.0,False,False,False,1167.225,False,False,False,False
2038,MER16461,Golla and Sons,,Grocery,Individual,Mumbai,Maharashtra,2024-09-23 00:00:00,,False,Inactive,,True,False,True,1233.545,True,False,True,True
3996,MER16462,"Sane, Zacharia and Samra",5912.0,Pharmacy,Individual,Jaipur,Rajasthan,2023-12-31 00:00:00,5847905998,True,Active,1891.86,False,False,False,1300.55,True,False,False,False
1223,MER1647,NARULA LLC,5699.0,Apparel,Individual,Ludhiana,Punjab,2024-10-05 18:51:00,5628842369,True,Suspended,1898.14,False,True,False,1252.4299999999998,False,False,False,False
2188,MER1649,Venkatesh PLC,5812.0,Restaurant,Private Limited,Delhi,Delhi,2024-08-03 17:27:00,6043188789,True,Suspended,851.41,False,True,False,1327.31,False,False,False,False
1097,MER1651,Kumar Inc,5942.0,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2024-09-03 00:00:00,XXXX7749,True,Active,1249.76,False,False,False,1167.225,False,False,False,False
1177,MER1652,Tripathi-Vasa,5311.0,Department Store,Private Limited,Amritsar,Punjab,2025-08-03 00:00:00,7462856821,True,Inactive,1419.63,False,False,False,1356.755,False,False,False,False
1522,MER1653,  Mitra Inc  ,7011.0,Hotel,Sole Proprietor,Chennai,Tamil Nadu,,XXXX9573,True,Active,1669.53,False,False,False,1161.77,False,False,False,False
2399,MER16541,More PLC,5999.0,Misc Retail,Individual,Bengaluru,Karnataka,2025-02-18 00:00:00,,False,Active,2598.19,False,False,False,1276.92,True,False,False,True
