user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,conflict_count,has_conflict,age,signup_year,signup_month,signup_date,account_age_days
USR24700,Yashawini Chakrabarti,JQJTQ7322T,,1963-06-02,Ludhiana,Punjab,22467.0,Self Employed,,Verified,LOW,0,False,63.28542094455853,,,,
USR24705,Chakradhar Deol,EQWBR5840U,587304416163.0,2000-08-18,Mumbai,Maharashtra,28898.0,Retired,,Verified,UNKNOWN,0,False,26.072553045859,,,,
USR24706,Yashodhara Gaba,RJUGB7553A,480960945389.0,1971-03-05,Mumbai,Maharashtra,41221.0,Retired,,Verified,LOW,0,False,55.52908966461328,,,,
USR24707,Prisha Ramakrishnan,TXWSS2227M,941933692688.0,,Kolkata,West Bengal,15092.0,Retired,,Verified,LOW,0,False,,,,,
USR24709,Shivansh Mukherjee,CWATN9280G,,1964-05-11,Pune,Maharashtra,27162.0,Salaried,,Verified,LOW,0,False,62.34360027378508,,,,
USR24711,Ekansh Sidhu,QKTEV1139F,159819443952.0,2004-09-16,Pune,Maharashtra,8196.0,Gig Worker,,Verified,LOW,0,False,21.99315537303217,,,,
USR24712,Barkha Sane,,,1982-09-01,Pune,Maharashtra,34160.0,Business Owner,,Pending,MEDIUM,0,False,44.03559206023272,,,,
USR24718,Ishita Dugar,KQGHO5857U,,1986-10-30,Pune,Maharashtra,86343.0,Unemployed,2025-02-12 21:24:39,Verified,MEDIUM,0,False,39.87405886379192,2025.0,2.0,2025-02-12,578.0
USR24722,Kamala Mishra,AMDSB7692K,,1972-06-11,Chennai,Tamil Nadu,46019.0,Freelancer,,Pending,LOW,9,True,54.25872689938399,,,,
USR24724,Ekiya Kohli,SKXXR5400M,899319365114.0,1967-04-13,Bengaluru,Karnataka,10144.0,Freelancer,,Pending,HIGH,0,False,59.422313483915126,,,,
USR24726,Chanakya Patel,TITRW1721W,,,Pune,Maharashtra,22079.0,Self Employed,2025-06-07 07:39:46,Verified,LOW,10,True,,2025.0,6.0,2025-06-07,464.0
USR24728,Vasatika Menon,SYBKL6861K,,1983-02-07,Delhi,Delhi,26693.0,Unemployed,,Verified,MEDIUM,0,False,43.60027378507871,,,,
USR24732,Nakul Nadig,MTFGP1728K,,1967-02-14,Pune,Maharashtra,21994.0,Self Employed,2025-06-10 13:44:17,Pending,MEDIUM,0,False,59.58110882956879,2025.0,6.0,2025-06-10,460.0
USR24736,Wishi Seshadri,JPFKF0466H,33683549587.0,2006-08-30,Mumbai,Maharashtra,,Self Employed,,Verified,HIGH,10,True,20.041067761806985,,,,
USR24737,Samar Baral,RBSLO2102R,,1995-01-30,Amritsar,Punjab,18991.0,Self Employed,,Verified,MEDIUM,0,False,31.62217659137577,,,,
USR24741,Kiaan Khatri,IELRB9164V,,1971-02-16,Pune,Maharashtra,61798.0,Freelancer,2025-03-23 15:33:29,Verified,LOW,9,True,55.57563312799452,2025.0,3.0,2025-03-23,539.0
USR24747,Aditya Vora,HRIWP0628A,749583628641.0,,Mumbai,Maharashtra,35172.0,Freelancer,,Verified,LOW,0,False,,,,,
USR24752,Jhalak Koshy,,781765439737.0,1979-09-07,Bengaluru,Karnataka,,Self Employed,,Verified,HIGH,0,False,47.01984941820671,,,,
USR24753,Michael Andra,PYJVP8118B,998702310549.0,2002-02-16,Kolkata,West Bengal,37950.0,Retired,,Verified,LOW,0,False,24.57494866529774,,,,
USR24765,Tejas Shere,YHBAT7805P,158360927640.0,1976-06-05,Kolkata,West Bengal,,Gig Worker,,Rejected,MEDIUM,0,False,50.27515400410677,,,,
USR24769,KRISHA SAHA,UKHYH1263P,,1961-08-13,Pune,Maharashtra,18720.0,Student,,Verified,MEDIUM,0,False,65.08692676249144,,,,
USR24770,Daksh Tank,MJWEW8706I,482398946080.0,1972-08-27,Mumbai,Maharashtra,35148.0,Retired,,Verified,UNKNOWN,0,False,54.04791238877481,,,,
USR24773,Devansh Basu,CTISG7530A,,1999-07-24,Mumbai,Maharashtra,83397.0,Student,,Verified,LOW,0,False,27.143052703627653,,,,
USR24779,Qarin Nanda,PJWMJ2846Z,,1985-03-13,Lucknow,Uttar Pradesh,17859.0,Business Owner,,Verified,MEDIUM,0,False,41.50581793292265,,,,
USR24780,IMARAN RAMESH,,,1998-11-21,Chennai,Tamil Nadu,10768.0,Student,,Verified,HIGH,0,False,27.813826146475016,,,,
USR24783,Deepa Boase,XLDBM9685S,,,Delhi,Delhi,23068.0,Business Owner,,Verified,MEDIUM,0,False,,,,,
USR24786,Anika Guha,MUZOS8571Y,385445509803.0,2000-09-15,Kolkata,West Bengal,,Gig Worker,,Verified,MEDIUM,0,False,25.9958932238193,,,,
USR24789,azad sibal,WDOGG2129U,,,Hyderabad,Telangana,14010.0,Freelancer,,Verified,MEDIUM,0,False,,,,,
USR24791,ZASHIL SURESH,VBZIA3364Q,,1962-10-09,Bengaluru,Karnataka,,Retired,2024-09-18 04:46:12,Verified,LOW,0,False,63.931553730321696,2024.0,9.0,2024-09-18,726.0
USR24794,Matthew Ganesh,YLAWI0402G,79938307543.0,1963-10-01,Hyderabad,Telangana,,Retired,,Pending,LOW,0,False,62.954140999315534,,,,
USR24799,Urvi Ravi,AXSBI5752D,,,Bengaluru,Karnataka,24365.0,Freelancer,,Verified,MEDIUM,0,False,,,,,
USR24800,Rachana Dhillon,WMIPB0085R,242956377915.0,1970-08-14,Lucknow,Uttar Pradesh,54271.0,Salaried,,Verified,LOW,10,True,56.0848733744011,,,,
USR24803,Yuvraj Dani,KYZWL3958R,306859985578.0,1968-01-02,Kolkata,West Bengal,31105.0,Self Employed,,Verified,MEDIUM,0,False,58.69952087611225,,,,
USR24804,Jagdish Venkataraman,XUHNP4749F,,1990-10-02,Ludhiana,Punjab,30069.0,Farmer,,Verified,MEDIUM,0,False,35.950718685831625,,,,
USR24809,siddharth srinivasan,IPIFM5339M,243352941067.0,1997-03-27,Hyderabad,Telangana,,Student,,Verified,LOW,0,False,29.46748802190281,,,,
USR24810,Edhitha Varty,MVOZJ0296E,,1971-06-30,Chennai,Tamil Nadu,,Retired,,Verified,MEDIUM,0,False,55.20876112251882,,,,
USR24814,Urmi Gour,ZDGDG1604N,874658646807.0,,Lucknow,Uttar Pradesh,,Retired,,Verified,LOW,0,False,,,,,
USR24815,Fitan Bhagat,QOKTO5067K,,1991-04-13,Kolkata,West Bengal,24963.0,Retired,,Verified,UNKNOWN,0,False,35.422313483915126,,,,
USR24817,Watika Karnik,,76098564017.0,1999-02-17,Hyderabad,Telangana,72463.0,Salaried,,Verified,LOW,0,False,27.572895277207397,,,,
USR24822,Lila Madan,WVETN1207X,326492497584.0,2007-06-27,Kolkata,West Bengal,22900.0,Student,,Verified,LOW,0,False,19.21697467488022,,,,
USR24831,UPMA RAJAGOPALAN,ITRNN6884A,925989760855.0,1989-09-12,Bengaluru,Karnataka,20916.0,Self Employed,,Pending,LOW,0,False,37.00479123887748,,,,
USR24837,ZARNA BATTA,CZSNN2144Q,316277010950.0,1960-09-24,Bengaluru,Karnataka,24372.0,Farmer,,Failed,LOW,0,False,65.97125256673512,,,,
USR24838,Samarth Chand,ATMYP0000E,,1969-08-29,Jaipur,Rajasthan,100572.0,Gig Worker,,Verified,LOW,0,False,57.04312114989733,,,,
USR24841,Veer Chakraborty,YRNYP5730G,,1991-05-26,Ludhiana,Punjab,,Business Owner,,Verified,LOW,0,False,35.304585900068446,,,,
USR24842,AMRITA KALA,YNRVQ0158P,,1987-01-02,Ludhiana,Punjab,,Student,,Verified,LOW,0,False,39.69883641341547,,,,
USR24843,Warinder Nazareth,PBWTL6999W,947020447914.0,1977-04-19,Hyderabad,Telangana,37829.0,Farmer,2024-04-30 09:33:27,Verified,LOW,0,False,49.40451745379877,2024.0,4.0,2024-04-30,867.0
USR24848,Hredhaan Kata,ZGZYZ1443B,727893653331.0,1996-10-29,Kolkata,West Bengal,39434.0,Farmer,,Verified,MEDIUM,0,False,29.87542778918549,,,,
USR24849,Alexander Prabhu,ZDFMJ6683Q,524520332786.0,1977-01-15,Chennai,Tamil Nadu,38757.0,Self Employed,,Verified,LOW,0,False,49.661875427789184,,,,
USR24853,Shravya Lad,LVRFP9923C,14140569339.0,2006-08-20,Hyderabad,Telangana,12930.0,Business Owner,,Verified,LOW,0,False,20.0684462696783,,,,
USR24855,Anamika Dasgupta,MJMEX8622M,998256476881.0,2002-11-01,Amritsar,Punjab,,Unemployed,,Verified,LOW,0,False,23.86858316221766,,,,
USR24859,Damini Ram,HMFVB3347W,593500832327.0,1984-05-01,Pune,Maharashtra,31852.0,Salaried,,Verified,LOW,0,False,42.3709787816564,,,,
USR24860,Gabriel Banik,VGIYN3432W,209674003865.0,1997-10-09,Mumbai,Maharashtra,29059.0,Farmer,,Pending,LOW,0,False,28.930869267624917,,,,
USR24863,Qasim Banik,MQAMV2068W,,1992-06-11,Hyderabad,Telangana,,Gig Worker,,Verified,MEDIUM,0,False,34.25872689938399,,,,
USR24866,Chasmum Vyas,,312740422415.0,1969-06-15,Mumbai,Maharashtra,,Freelancer,,Rejected,LOW,0,False,57.24845995893224,,,,
USR24869,Imaran Bal,KOGGL9294D,101798996752.0,2004-08-10,Mumbai,Maharashtra,,Self Employed,,Verified,MEDIUM,0,False,22.094455852156056,,,,
USR24872,Manthan Muni,MGMVH5798M,,2001-03-08,Jaipur,Rajasthan,,Freelancer,,Verified,LOW,0,False,25.51950718685832,,,,
USR24878,ATHARV VIG,YUBUB0939P,293344273103.0,1981-02-22,Pune,Maharashtra,28804.0,Farmer,,Verified,MEDIUM,0,False,45.55783709787816,,,,
USR24879,LIPIKA VARGHESE,RJBML6342L,,1962-08-28,Lucknow,Uttar Pradesh,10534.0,Salaried,,Verified,LOW,8,True,64.04654346338124,,,,
USR24883,Dalbir Dutt,WXNXI8580K,20370547387.0,,Pune,Maharashtra,,Student,2025-08-27 21:16:42,Verified,LOW,0,False,,2025.0,8.0,2025-08-27,382.0
USR24884,Lila Ghosh,DAXUZ3399C,351223518632.0,1992-10-28,Amritsar,Punjab,63874.0,Business Owner,,Pending,LOW,1,True,33.87816563997262,,,,
USR24885,Samaksh Bora,JNTLB7973R,,2002-08-16,Jaipur,Rajasthan,44516.0,Business Owner,,Verified,MEDIUM,0,False,24.079397672826836,,,,
USR24887,SAMESH DARA,YADFQ2401I,676451061832.0,,Amritsar,Punjab,25360.0,Unemployed,,Verified,HIGH,0,False,,,,,
USR24889,Aarna Kalla,KPBPW8380G,389676103606.0,1975-02-05,Chennai,Tamil Nadu,,Freelancer,,Verified,MEDIUM,0,False,51.605749486652975,,,,
USR24890,Saanvi Borah,NYATM7035T,591582238769.0,1965-01-29,Amritsar,Punjab,29153.0,Business Owner,2024-01-24 17:49:21,Verified,LOW,0,False,61.62354551676933,2024.0,1.0,2024-01-24,963.0
USR24893,Leena Bhatnagar,YRKHF1937Y,834218904167.0,,Jalandhar,Punjab,60084.0,Self Employed,,Rejected,LOW,0,False,,,,,
USR24894,KAVYA CHAKRABARTI,JWMPK4390D,884998360611.0,,Delhi,Delhi,,Salaried,,Verified,HIGH,0,False,,,,,
USR24897,LEELA GOSWAMI,BGPMR2449B,835555051874.0,1980-01-04,Lucknow,Uttar Pradesh,30712.0,Farmer,,Pending,LOW,0,False,46.69404517453799,,,,
USR24900,Faris Desai,PGZVO4521C,281618190774.0,1987-01-05,Lucknow,Uttar Pradesh,17779.0,Farmer,,Verified,LOW,0,False,39.69062286105408,,,,
USR24901,Saksham Patla,BOPWL8284J,,,Lucknow,Uttar Pradesh,11863.0,Unemployed,,Verified,MEDIUM,0,False,,,,,
USR24906,VINAYA BATTA,,503630036915.0,2001-06-25,Chennai,Tamil Nadu,,Student,,Verified,LOW,0,False,25.22108145106092,,,,
USR24909,Lavanya Kumar,ERHEY3859T,,1974-11-23,Lucknow,Uttar Pradesh,,Business Owner,,Verified,LOW,0,False,51.80835044490075,,,,
USR24917,Bakhshi Chaudhary,POSQS0589X,641431415703.0,1994-10-26,Bengaluru,Karnataka,52070.0,Unemployed,,Verified,UNKNOWN,0,False,31.88501026694045,,,,
USR24926,eshana wagle,SIIQJ6402Y,,1966-04-12,Pune,Maharashtra,13990.0,Business Owner,,Verified,MEDIUM,7,True,60.42436687200548,,,,
USR24928,Daksh Garg,KJNZY5099T,929502207936.0,1968-08-16,Mumbai,Maharashtra,32513.0,Retired,,Verified,LOW,0,False,58.07802874743327,,,,
USR24932,Chakradev Dash,MJHTA5082V,,1990-07-03,Kolkata,West Bengal,47037.0,Farmer,,Pending,LOW,10,True,36.19986310746064,,,,
USR24934,Ayaan Rege,QBFRP5963E,127543017536.0,1963-12-30,Ludhiana,Punjab,13459.0,Unemployed,2024-06-26 19:40:39,Pending,MEDIUM,0,False,62.70773442847365,2024.0,6.0,2024-06-26,809.0
USR24942,Omkaar Sama,,443174570176.0,1999-05-07,Ludhiana,Punjab,17161.0,Salaried,,Verified,LOW,0,False,27.35660506502396,,,,
USR24943,Ekalinga Seshadri,WSNTJ6167Y,,1987-04-05,Mumbai,Maharashtra,,Retired,,Failed,MEDIUM,0,False,39.44421629021218,,,,
USR24944,Bina Nayar,GMWVR7199G,384740557571.0,1997-11-22,Jaipur,Rajasthan,46485.0,Freelancer,,Verified,LOW,10,True,28.810403832991103,,,,
USR24947,Deepa Choudhary,OXZCW7878K,347314783568.0,2007-03-01,Pune,Maharashtra,,Farmer,,Verified,MEDIUM,0,False,19.540041067761805,,,,
USR24948,Caleb Trivedi,MPTHV6894J,56312113030.0,1993-09-17,Bengaluru,Karnataka,36380.0,Business Owner,,Verified,MEDIUM,0,False,32.99110198494182,,,,
USR24952,Bimala Bhasin,MCDFV2101E,64219254842.0,1978-03-26,Ludhiana,Punjab,20279.0,Retired,,Pending,LOW,0,False,48.47091033538672,,,,
USR24954,Udarsh Dhar,MGETX6047W,,1976-08-16,Chennai,Tamil Nadu,,Salaried,2025-07-16 03:41:44,Verified,MEDIUM,9,True,50.07802874743327,2025.0,7.0,2025-07-16,425.0
USR24955,Advik De,FNQYS9423L,536394512736.0,1997-11-18,Ludhiana,Punjab,21695.0,Gig Worker,,Verified,MEDIUM,0,False,28.82135523613963,,,,
USR24958,Maya Chad,YNYLO8658L,61087560490.0,,Hyderabad,Telangana,,Retired,,Verified,HIGH,0,False,,,,,
USR24963,Victor Rajan,ZVRMM6237Z,577581549539.0,1997-03-27,Chennai,Tamil Nadu,12342.0,Retired,,Rejected,LOW,0,False,29.46748802190281,,,,
USR24970,Max Prabhakar,KNRGL8595B,964971920919.0,1985-05-25,Hyderabad,Telangana,48596.0,Student,2024-12-27 09:43:53,Verified,HIGH,0,False,41.30595482546201,2024.0,12.0,2024-12-27,626.0
USR24973,geetika palan,SJMYP5976K,744596387480.0,1990-09-30,Delhi,Delhi,,Unemployed,,Verified,LOW,8,True,35.95619438740589,,,,
USR24975,RAKSHA GALA,UXLRX1676Z,,1978-05-22,Mumbai,Maharashtra,27527.0,Freelancer,,Verified,LOW,0,False,48.31485284052019,,,,
USR24976,Chaman Mahal,UVUZJ1272K,72087840401.0,2007-12-26,Kolkata,West Bengal,37377.0,Unemployed,,Verified,MEDIUM,0,False,18.718685831622174,,,,
USR24977,Pranav Acharya,TTYRG5822V,,1968-03-21,Jalandhar,Punjab,22001.0,Freelancer,,Verified,LOW,0,False,58.483230663928815,,,,
USR24987,Bahadurjit Sunder,VGPYT3401N,752191376103.0,1964-01-30,Jalandhar,Punjab,29001.0,Self Employed,,Verified,LOW,0,False,62.62286105407255,,,,
USR24991,Yashodhara Kalita,,,1976-11-23,Jaipur,Rajasthan,13325.0,Student,,Verified,LOW,0,False,49.80698151950719,,,,
USR24995,Zilmil Mittal,SSBZW4513U,243369762325.0,1979-08-01,Delhi,Delhi,16380.0,Business Owner,,Verified,LOW,0,False,47.1211498973306,,,,
USR24998,Falguni Ahuja,,488515088927.0,1968-06-29,Hyderabad,Telangana,22603.0,Business Owner,2024-10-25 15:03:54,Verified,LOW,0,False,58.209445585215605,2024.0,10.0,2024-10-25,688.0
USR25004,Januja Talwar,RBYEZ6322S,784166832799.0,1974-01-29,Mumbai,Maharashtra,26607.0,Farmer,,Verified,HIGH,0,False,52.62422997946612,,,,
USR25005,Shivansh Mitra,JEGSA8166H,701821556336.0,1975-03-28,Kolkata,West Bengal,14073.0,Farmer,,Verified,MEDIUM,0,False,51.46611909650924,,,,
USR25006,varsha maharaj,FZLPF3182G,290709468250.0,1981-09-30,Hyderabad,Telangana,15387.0,Gig Worker,,Verified,MEDIUM,10,True,44.95550992470911,,,,
USR25008,Ranbir Halder,ELPPY9979H,,1962-08-24,Delhi,Delhi,24611.0,Unemployed,,Verified,MEDIUM,9,True,64.05749486652978,,,,
USR25009,ANAY PUROHIT,WREYA0877G,836066316969.0,1999-11-01,Ludhiana,Punjab,,Unemployed,,Verified,LOW,0,False,26.869267624914443,,,,
USR25010,LOHIT CHAWLA,AQGPP8281R,,,Delhi,Delhi,,Self Employed,2025-01-25 01:55:33,Failed,LOW,8,True,,2025.0,1.0,2025-01-25,597.0
USR25013,Bhanumati Prasad,HRPAY3481C,89464616542.0,1994-06-15,Chennai,Tamil Nadu,9331.0,Unemployed,,Verified,LOW,0,False,32.24914442162902,,,,
USR25017,Frado Kashyap,,,,Delhi,Delhi,,Retired,2024-02-03 23:33:01,Verified,LOW,0,False,,2024.0,2.0,2024-02-03,953.0
USR25020,Ekapad Bhagat,KQWAH7005L,,1970-08-19,Jaipur,Rajasthan,18982.0,Retired,,Verified,LOW,0,False,56.07118412046543,,,,
USR25021,Turvi Sengupta,LGIKF1634F,357768418419.0,1967-10-04,Mumbai,Maharashtra,46945.0,Self Employed,,Pending,LOW,0,False,58.945927446954144,,,,
USR25024,Aditya Raja,OQOAZ9960V,422009345419.0,2003-06-06,Hyderabad,Telangana,17939.0,Freelancer,,Verified,LOW,0,False,23.274469541409992,,,,
USR25027,idika shetty,HDKWA7272P,874353036799.0,,Pune,Maharashtra,,Freelancer,,Verified,UNKNOWN,0,False,,,,,
USR25033,Harini Garde,WLOBM3229L,,1995-03-01,Lucknow,Uttar Pradesh,21546.0,Student,,Verified,HIGH,0,False,31.540041067761805,,,,
USR25037,Wyatt Bali,FHUZJ5824X,291246675621.0,2004-07-17,Mumbai,Maharashtra,26025.0,Farmer,,Verified,LOW,0,False,22.16016427104723,,,,
USR25042,Nicholas Sahota,LUASW7412K,,1971-02-01,Lucknow,Uttar Pradesh,61152.0,Business Owner,,Rejected,LOW,0,False,55.61670088980151,,,,
USR25050,Rachita Tank,EFMXE6462M,,2001-02-13,Ludhiana,Punjab,61485.0,Farmer,,Verified,LOW,8,True,25.582477754962355,,,,
USR25054,Nilima Venkatesh,DPZHH0527L,417959759386.0,,Hyderabad,Telangana,14676.0,Retired,,Verified,LOW,0,False,,,,,
USR25057,Triya Randhawa,ZWQBZ3136W,,1964-12-17,Hyderabad,Telangana,,Business Owner,,Verified,LOW,8,True,61.74127310061601,,,,
USR25058,Banjeet Banik,IEWKR6197X,763859845429.0,1967-11-11,Ludhiana,Punjab,42091.0,Student,,Verified,HIGH,0,False,58.84188911704312,,,,
USR25059,Nirja Sarma,JKXTY4267P,199873061059.0,1976-05-26,Jalandhar,Punjab,29607.0,Self Employed,2025-07-20 12:21:32,Verified,LOW,0,False,50.3025325119781,2025.0,7.0,2025-07-20,420.0
USR25064,Maanas Reddy,XUXTA4061J,,1972-05-25,Pune,Maharashtra,65111.0,Unemployed,,Verified,MEDIUM,10,True,54.30527036276523,,,,
USR25066,Tanvi Kohli,QNXIL6404U,,1969-10-06,Chennai,Tamil Nadu,30662.0,Self Employed,,Verified,LOW,0,False,56.93908281998631,,,,
USR25067,bhavna raja,,793848423123.0,1979-02-13,Amritsar,Punjab,35255.0,Retired,,Rejected,LOW,0,False,47.58384668035592,,,,
USR25075,aayush boase,KPHUU3813V,22687996968.0,1987-07-12,Pune,Maharashtra,,Gig Worker,,Rejected,LOW,0,False,39.175906913073234,,,,
USR25080,aarush lala,JYGAC6676L,,,Kolkata,West Bengal,19168.0,Unemployed,,Verified,LOW,9,True,,,,,
USR25083,Bishakha Halder,,796810984386.0,1973-10-15,Delhi,Delhi,14474.0,Student,,Verified,MEDIUM,0,False,52.91444216290212,,,,
USR25085,Avni Din,NGQGZ7641X,846151533048.0,1991-03-31,Lucknow,Uttar Pradesh,,Self Employed,,Verified,MEDIUM,0,False,35.45790554414784,,,,
USR25088,Rudra Bir,XREEB3705E,771122866400.0,1961-07-28,Hyderabad,Telangana,19010.0,Farmer,,Pending,LOW,0,False,65.13073237508556,,,,
USR25090,Parth Sethi,CMWPA0105V,344487221232.0,2007-02-10,Amritsar,Punjab,59844.0,Retired,,Verified,LOW,0,False,19.59206023271732,,,,
USR25093,Advika Zachariah,MPCBR4788E,143048765778.0,2007-03-12,Amritsar,Punjab,,Salaried,,Pending,LOW,0,False,19.509924709103355,,,,
USR25095,George Pant,BGRZH7722A,865124639381.0,1999-03-05,Mumbai,Maharashtra,39561.0,Business Owner,,Pending,LOW,0,False,27.52908966461328,,,,
USR25099,Shivansh Rastogi,RPCSK1854V,98110727724.0,1996-10-06,Delhi,Delhi,53141.0,Farmer,,Verified,MEDIUM,0,False,29.93839835728953,,,,
USR25101,Jagrati Narayanan,NEIYV6341L,153325249662.0,,Kolkata,West Bengal,22629.0,Freelancer,,Verified,MEDIUM,0,False,,,,,
USR25106,Ekapad Sha,PCZNW8648P,902021015573.0,,Lucknow,Uttar Pradesh,,Retired,,Verified,LOW,0,False,,,,,
USR25118,CHANDRAN VIRK,SVQRJ5349M,947928104001.0,1975-11-04,Mumbai,Maharashtra,30320.0,Salaried,,Verified,MEDIUM,0,False,50.861054072553046,,,,
USR25120,Kai Johal,YQZJC8521O,973376167959.0,1982-10-05,Mumbai,Maharashtra,37004.0,Freelancer,,Verified,LOW,0,False,43.94250513347023,,,,
USR25123,Tripti Dutta,,362671555580.0,,Jaipur,Rajasthan,19107.0,Freelancer,,Verified,LOW,0,False,,,,,
USR25124,Zayan Keer,,,1987-07-04,Amritsar,Punjab,,Retired,,Verified,MEDIUM,0,False,39.19780971937029,,,,
USR25127,Panini Kothari,MQYVH5211R,314591027600.0,1963-09-02,Lucknow,Uttar Pradesh,27334.0,Gig Worker,,Verified,MEDIUM,0,False,63.03353867214237,,,,
USR25131,Fitan Tara,ARKGY2445X,790530102135.0,1960-06-12,Delhi,Delhi,26062.0,Salaried,,Verified,HIGH,10,True,66.25598904859685,,,,
USR25135,Maya Choudhary,,111080874512.0,1986-06-16,Chennai,Tamil Nadu,30506.0,Business Owner,2024-04-13 15:05:51,Verified,LOW,0,False,40.24640657084189,2024.0,4.0,2024-04-13,883.0
USR25138,Gunbir Sheth,FFHIU6010U,172028775886.0,1981-05-12,Hyderabad,Telangana,21130.0,Gig Worker,2024-03-23 02:09:21,Pending,LOW,0,False,45.34154688569473,2024.0,3.0,2024-03-23,905.0
USR25141,Jagat Mitter,YNMRS1684O,605909257397.0,1969-07-20,Pune,Maharashtra,16632.0,Gig Worker,,Verified,MEDIUM,0,False,57.15263518138261,,,,
USR25145,ADVAITH BHAVSAR,VILCV5370M,,1996-07-12,Jalandhar,Punjab,,Freelancer,,Pending,LOW,9,True,30.17385352498289,,,,
USR25148,Abhiram Nayak,CJSQC8316M,44752863476.0,1985-09-07,Jalandhar,Punjab,47516.0,Gig Worker,,Rejected,LOW,0,False,41.01848049281314,,,,
USR25154,Teerth Chauhan,TECQH6525T,751948421950.0,,Ludhiana,Punjab,20474.0,Unemployed,2024-11-03 03:42:09,Verified,UNKNOWN,0,False,,2024.0,11.0,2024-11-03,680.0
USR25156,Jagat Jha,ABGLA3245C,668877770560.0,1988-05-15,Amritsar,Punjab,30973.0,Freelancer,,Verified,LOW,0,False,38.33264887063656,,,,
USR25157,KIAAN SANDAL,LODIT6879G,759024104200.0,1992-10-13,Lucknow,Uttar Pradesh,16320.0,Self Employed,,Verified,LOW,0,False,33.9192334017796,,,,
USR25160,QABIL MANGAT,,974526928481.0,1978-09-26,Ludhiana,Punjab,39378.0,Farmer,,Rejected,LOW,0,False,47.96714579055441,,,,
USR25172,ZAID KALA,MLABH0242E,773477795782.0,1965-05-22,Jalandhar,Punjab,35305.0,Retired,,Verified,MEDIUM,0,False,61.31416837782341,,,,
USR25173,Pranit Muni,CGREM1169Q,,1979-10-26,Jalandhar,Punjab,62078.0,Freelancer,,Pending,LOW,0,False,46.88569472963724,,,,
USR25175,Gagan Bora,,,1987-02-02,Pune,Maharashtra,122305.0,Student,,Verified,LOW,0,False,39.61396303901437,,,,
USR25182,Abeer Pall,YMQPS7536H,931542295863.0,1983-07-15,Ludhiana,Punjab,33673.0,Gig Worker,,Verified,LOW,0,False,43.16769336071184,,,,
USR25184,KrishKamdar,IYYZM9468X,898446650363.0,1997-09-18,Hyderabad,Telangana,15461.0,Freelancer,,Pending,LOW,0,False,28.98836413415469,,,,
USR25185,Waida Kala,KZCEF5369L,973589313599.0,2007-06-16,Kolkata,West Bengal,,Unemployed,,Verified,LOW,0,False,19.247091033538677,,,,
USR25187,OmBedi,MYLXN0557V,939399718621.0,1971-08-29,Lucknow,Uttar Pradesh,56445.0,Freelancer,,Verified,LOW,0,False,55.044490075290895,,,,
USR25194,sara bava,JUNUX4474G,402751733515.0,1968-11-28,Amritsar,Punjab,58180.0,Gig Worker,,Verified,LOW,6,True,57.79329226557152,,,,
USR25196,AradhanaMuni,PIGAZ3790B,,2004-09-23,Chennai,Tamil Nadu,,Gig Worker,2026-02-17 23:25:22,Verified,MEDIUM,9,True,21.973990417522245,2026.0,2.0,2026-02-17,208.0
USR25198,faqid raja,KBNNP2726L,532791048171.0,1981-05-07,Pune,Maharashtra,12949.0,Freelancer,,Verified,LOW,0,False,45.35523613963039,,,,
USR25202,INAYA BHATTACHARYYA,JUURK5628R,317235489283.0,1965-07-12,Ludhiana,Punjab,34548.0,Gig Worker,,Pending,HIGH,0,False,61.17453798767967,,,,
USR25209,Ishanvi Sant,,371967330735.0,1982-01-26,Bengaluru,Karnataka,36818.0,Unemployed,,Verified,MEDIUM,0,False,44.63244353182751,,,,
USR25211,Ishwar Sankaran,TGZVT5713X,52123919036.0,2002-08-26,Jaipur,Rajasthan,22743.0,Freelancer,,Pending,LOW,0,False,24.05201916495551,,,,
USR25217,Indrajit Oza,MWMXN1282H,124189349006.0,1987-09-18,Bengaluru,Karnataka,20189.0,Unemployed,,Pending,LOW,0,False,38.98973305954826,,,,
USR25218,Vritti Jha,YHLXA0749C,,1999-12-16,Mumbai,Maharashtra,74505.0,Gig Worker,,Pending,LOW,0,False,26.746064339493497,,,,
USR25220,Arunima Gupta,LTRIJ7923L,549722801922.0,1972-06-22,Ludhiana,Punjab,,Business Owner,,Verified,LOW,0,False,54.22861054072553,,,,
USR25227,Chakradev Bal,HREGN2849D,376866018986.0,,Amritsar,Punjab,,Self Employed,,Verified,LOW,0,False,,,,,
USR25232,EkanshChadha,WCFNA5218V,,1997-04-30,Amritsar,Punjab,,Salaried,,Verified,LOW,0,False,29.374401095140318,,,,
USR25239,Yochana Venkatesh,UKJNS2237K,309878835268.0,1979-09-10,Kolkata,West Bengal,25824.0,Business Owner,2024-03-10 13:55:57,Pending,LOW,10,True,47.011635865845314,2024.0,3.0,2024-03-10,917.0
USR25243,Sanya Sandhu,QMQDA9169U,851644928555.0,1976-10-27,Lucknow,Uttar Pradesh,14518.0,Unemployed,,Verified,LOW,10,True,49.88090349075976,,,,
USR25245,Yasti Menon,TSVTU3091T,352564470600.0,1976-05-22,Mumbai,Maharashtra,24788.0,Business Owner,,Verified,MEDIUM,0,False,50.31348391512663,,,,
